	One_digit_id	Chain_pdbff	Number_of_residues	UA_Active_site	UA_Binding_site	UA_Cross-link	UA_DNA_binding	UA_Glycosylation	UA_Intramembrane	UA_Lipidation	UA_Natural_variant	UA_Repeat	UA_Site	UA_Transmembrane	UA_Zinc_finger	Helices[G,H,I]	HelicesPercent[G,H,I]	Strands[E,B]	StrandsPercent[E,B]	Loops[E,B]	LoopsPercent[E,B]	pH_pHcrystal	⟨Z⟩_Complex_pH7	⟨Z⟩_Monomer_pH7	⟨Z⟩_Complex_pHcrystal	⟨Z⟩_Monomer_pHcrystal	⟨Z²⟩-⟨Z⟩²_Complex_pH7	⟨Z²⟩-⟨Z⟩²_Monomer_pH7	⟨Z²⟩-⟨Z⟩²_Complex_pHcrystal	⟨Z²⟩-⟨Z⟩²_Monomer_pHcrystal	⟨μ⟩_Complex_pH7	⟨μ⟩_Monomer_pH7	⟨μ⟩_Complex_pHcrystal	⟨μ⟩_Monomer_pHcrystal	⟨μ²⟩-⟨μ⟩²_Complex_pH7	⟨μ²⟩-⟨μ⟩²_Monomer_pH7	⟨μ²⟩-⟨μ⟩²_Complex_pHcrystal	⟨μ²⟩-⟨μ⟩²_Monomer_pHcrystal	SASA_Complex	SASA_Monomer	SASA_interface	Number_of_glycans	Number_of_modelled_residues
88	1j5o_0	A	430	0	3	0	0	0	0	0	1	0	2	0	0	150	0.35	61	0.14	83	0.19	5.6	-2.98	6.55	8.32	13.03	3.02	1.27	6.1	3.51	553.94	44.8	544.26	102.88	4104.93	254.3	8133.77	872.06	22383.1	22972.4	589.3	0	0
89	1j5o_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	23	0.05	211	0.49	96	0.22	5.6	-2.98	-9.58	8.32	-4.52	3.02	1.5	6.1	2.68	553.94	99.43	544.26	95.67	4104.93	869.11	8133.77	1188.4	18976.5	19515.8	539.3	0	0
90	1jhl_0	A	129	2	0	0	0	0	0	0	0	0	0	0	0	51	0.4	14	0.11	45	0.35	7.0	5.58	6.36	5.58	6.36	1.95	0.66	1.95	0.66	120.1	33.87	120.1	33.87	1145.85	70.05	1145.85	70.05	5824.4	6475.4	651.0	0	0
91	1jhl_0	B	224	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	112	0.5	57	0.25	7.0	5.58	-0.76	5.58	-0.76	1.95	1.3	1.95	1.3	120.1	52.46	120.1	52.46	1145.85	260.86	1145.85	260.86	9670.6	10286.5	615.9	0	0
92	1jps_0	A	207	0	0	0	0	2	0	0	2	0	0	0	0	16	0.08	98	0.47	43	0.21	7.5	-1.7	-3.49	-2.56	-3.6	1.72	0.34	1.4	0.38	356.19	102.75	347.8	102.63	2047.03	144.65	1706.47	144.56	10903.9	11858.7	954.8	0	7
93	1jps_0	B	430	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	227	0.53	83	0.19	7.5	-1.7	1.92	-2.56	1.08	1.72	1.46	1.4	1.06	356.19	143.06	347.8	144.56	2047.03	842.62	1706.47	680.45	18355.8	19290.0	934.2	0	4
94	1jrh_0	A	95	0	0	0	0	3	0	0	21	0	0	0	0	3	0.03	46	0.48	15	0.16	5.5	-0.64	-2.6	7.21	0.17	2.13	0.88	3.5	1.17	104.34	84.09	107.24	74.72	728.03	106.9	793.57	198.48	5314.2	6138.1	823.9	0	0
95	1jrh_0	B	373	0	0	0	0	0	0	0	0	0	0	0	0	12	0.03	164	0.44	85	0.23	5.5	-0.64	1.88	7.21	7.23	2.13	1.41	3.5	2.38	104.34	96.81	107.24	90.34	728.03	327.87	793.57	450.71	20860.8	21616.3	755.5	0	26
96	1jto_1	A	129	2	1	0	0	0	0	0	2	0	0	0	0	55	0.43	14	0.11	41	0.32	6.4	3.89	7.22	4.51	7.42	1.04	0.58	1.32	0.68	171.46	38.09	173.66	38.53	442.43	42.82	566.65	46.51	5626.6	6415.9	789.3	0	0
97	1jto_1	B	132	0	0	0	0	0	0	0	0	0	0	0	0	11	0.08	60	0.45	28	0.21	6.4	3.89	-3.2	4.51	-2.8	1.04	0.52	1.32	0.58	171.46	43.92	173.66	42.17	442.43	41.68	566.65	49.76	5697.1	6594.1	897.0	0	0
98	1jtp_1	A	129	0	0	0	0	0	0	0	0	0	0	0	0	53	0.41	14	0.11	42	0.33	5.6	6.59	8.41	9.22	9.9	1.46	0.72	1.93	0.86	108.9	39.32	127.05	41.98	1445.01	67.23	1579.93	108.9	5763.1	6508.3	745.2	0	0
99	1jtp_1	B	135	0	0	0	0	0	0	0	0	0	0	0	0	12	0.09	61	0.45	26	0.19	5.6	6.59	-1.64	9.22	-0.54	1.46	0.8	1.93	1.06	108.9	52.78	127.05	46.55	1445.01	255.98	1579.93	302.86	5962.7	6799.8	837.1	0	0
100	1jtt_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	51	0.4	14	0.11	44	0.34	5.6	3.53	7.23	5.93	8.0	0.83	0.58	1.54	0.84	179.49	36.48	163.78	37.6	452.98	39.59	1096.74	60.33	5901.2	6601.2	700.0	0	0
101	1jtt_0	B	133	0	0	0	0	0	0	0	0	0	0	0	0	10	0.08	63	0.47	29	0.22	5.6	3.53	-3.63	5.93	-2.03	0.83	0.29	1.54	0.74	179.49	40.95	163.78	31.32	452.98	8.69	1096.74	43.78	5875.1	6674.3	799.2	0	0
102	1k4c_0	A	103	0	0	0	0	0	19	0	0	0	0	47	0	76	0.74	0	0.0	14	0.14	5.4	7.17	2.62	14.29	3.55	2.08	0.35	3.15	0.57	176.3	52.58	153.72	65.01	1796.13	162.95	2113.94	231.04	5895.9	6781.0	885.1	0	0
103	1k4c_0	B	431	0	0	0	0	0	0	0	0	0	0	0	0	24	0.06	220	0.51	87	0.2	5.4	7.17	4.59	14.29	10.74	2.08	1.76	3.15	2.7	176.3	93.3	153.72	85.55	1796.13	286.84	2113.94	368.13	18742.5	19465.7	723.2	0	0
104	1k4d_0	A	103	0	0	0	0	0	19	0	0	0	0	47	0	77	0.75	0	0.0	11	0.11	5.4	7.1	2.61	14.26	3.53	2.16	0.34	3.09	0.6	168.53	52.75	146.84	65.01	1649.64	163.27	2067.59	245.39	5808.1	6700.2	892.1	0	0
105	1k4d_0	B	431	0	0	0	0	0	0	0	0	0	0	0	0	21	0.05	221	0.51	87	0.2	5.4	7.1	4.57	14.26	10.82	2.16	1.86	3.09	2.53	168.53	91.55	146.84	84.12	1649.64	238.71	2067.59	356.64	18571.6	19294.6	723.0	0	0
106	1kb5_0	A	232	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	118	0.51	51	0.22	7.2	8.89	4.04	8.42	3.92	2.59	1.25	2.39	1.19	228.13	130.5	229.82	132.2	1695.38	149.84	1618.51	124.64	10049.6	11227.8	1178.2	0	0
107	1kb5_0	B	433	0	0	0	0	0	0	0	0	0	0	0	0	20	0.05	211	0.49	93	0.21	7.2	8.89	4.91	8.42	4.53	2.59	1.43	2.39	1.28	228.13	221.68	229.82	222.2	1695.38	817.49	1618.51	779.08	17976.3	19147.6	1171.3	0	0
108	1kb9_0	A	185	0	4	0	0	0	0	0	0	0	0	30	0	51	0.28	44	0.24	44	0.24	8.0	-3.46	-3.54	-5.23	-4.44	1.63	0.9	1.18	0.5	115.78	113.9	112.45	116.06	441.3	625.38	464.48	765.82	11602.8	12375.0	772.2	0	0
109	1kb9_0	B	234	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	112	0.48	61	0.26	8.0	-3.46	0.13	-5.23	-0.86	1.63	0.87	1.18	0.72	115.78	66.58	112.45	63.67	441.3	96.31	464.48	103.43	10330.7	11110.9	780.2	0	0
110	1ken_0	A	640	0	0	0	0	10	0	0	0	0	0	0	0	59	0.09	196	0.31	150	0.23	8.0	14.79	12.3	10.42	9.46	4.61	2.69	3.54	2.07	155.64	157.72	148.24	165.98	4086.27	4474.17	3422.24	4115.28	31016.0	31913.8	897.8	2	0
111	1ken_0	B	432	0	0	0	0	0	0	0	0	0	0	0	0	14	0.03	142	0.33	106	0.25	8.0	14.79	2.49	10.42	1.04	4.61	1.72	3.54	1.37	155.64	124.44	148.24	120.92	4086.27	367.59	3422.24	296.11	19357.5	20252.2	894.7	0	0
112	1kip_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	50	0.39	14	0.11	45	0.35	7.0	10.2	7.22	10.2	7.22	1.22	0.57	1.22	0.57	100.7	28.75	100.7	28.75	313.45	36.35	313.45	36.35	5865.5	6513.3	647.8	0	0
113	1kip_0	B	223	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	113	0.51	52	0.23	7.0	10.2	3.06	10.2	3.06	1.22	0.77	1.22	0.77	100.7	29.47	100.7	29.47	313.45	51.64	313.45	51.64	9448.6	10083.2	634.6	0	0
114	1kiq_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	47	0.36	14	0.11	45	0.35	7.0	10.19	7.22	10.19	7.22	1.19	0.57	1.19	0.57	98.7	28.99	98.7	28.99	348.14	40.78	348.14	40.78	5915.4	6600.1	684.7	0	0
115	1kiq_0	B	223	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	113	0.51	52	0.23	7.0	10.19	3.02	10.19	3.02	1.19	0.74	1.19	0.74	98.7	27.05	98.7	27.05	348.14	52.31	348.14	52.31	9332.1	9983.0	650.9	0	0
116	1kir_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	49	0.38	13	0.1	45	0.35	7.0	10.15	7.21	10.15	7.21	1.29	0.56	1.29	0.56	103.06	26.22	103.06	26.22	324.67	51.01	324.67	51.01	5882.3	6587.5	705.2	0	0
117	1kir_0	B	223	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	113	0.51	52	0.23	7.0	10.15	3.06	10.15	3.06	1.29	0.74	1.29	0.74	103.06	29.32	103.06	29.32	324.67	49.6	324.67	49.6	9299.3	9966.4	667.1	0	0
118	1kxq_2	A	496	2	7	0	0	1	0	0	0	0	1	0	0	138	0.28	119	0.24	133	0.27	7.0	-2.64	-3.0	-2.64	-3.0	2.23	1.85	2.23	1.85	153.63	147.06	153.63	147.06	640.79	435.49	640.79	435.49	16393.1	17482.7	1089.6	0	0
119	1kxq_2	B	120	0	0	0	0	0	0	0	0	0	0	0	0	9	0.08	63	0.52	21	0.18	7.0	-2.64	0.51	-2.64	0.51	2.23	0.28	2.23	0.28	153.63	49.64	153.63	49.64	640.79	32.35	640.79	32.35	5074.3	6166.7	1092.4	0	0
120	1kxt_0	A	496	2	7	0	0	1	0	0	0	0	1	0	0	139	0.28	120	0.24	129	0.26	8.0	-1.15	-2.97	-3.76	-5.34	2.44	1.86	2.26	1.39	119.93	148.78	128.03	156.5	447.23	429.14	401.68	352.81	16715.4	17537.5	822.1	0	0
121	1kxt_0	B	125	0	0	0	0	0	0	0	0	0	0	0	0	3	0.02	64	0.51	30	0.24	8.0	-1.15	2.0	-3.76	1.72	2.44	0.54	2.26	0.77	119.93	34.26	128.03	34.06	447.23	70.91	401.68	79.06	5773.0	6589.7	816.7	0	2
122	1kyo_0	A	185	0	4	0	0	0	0	0	0	0	0	30	0	46	0.25	42	0.23	49	0.26	7.5	-3.45	-3.53	-4.5	-4.09	1.64	0.88	1.1	0.54	115.68	113.99	112.84	115.91	446.96	624.71	409.17	727.81	11519.2	12276.5	757.3	0	0
123	1kyo_0	B	234	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	104	0.44	59	0.25	7.5	-3.45	0.13	-4.5	-0.4	1.64	0.86	1.1	0.58	115.68	67.34	112.84	65.63	446.96	103.26	409.17	94.7	10320.3	11098.1	777.8	0	0
124	1lk3_1	A	143	0	0	0	0	1	0	0	0	0	0	0	0	98	0.69	0	0.0	26	0.18	4.6	6.4	0.72	22.71	6.88	2.81	0.49	7.5	3.16	146.95	80.51	176.91	85.07	1197.58	65.83	4006.99	285.09	7723.2	8562.9	839.7	0	7
125	1lk3_1	B	429	0	0	0	0	0	0	0	0	0	0	0	0	33	0.08	223	0.52	78	0.18	4.6	6.4	5.65	22.71	16.34	2.81	2.26	7.5	4.95	146.95	96.53	176.91	81.4	1197.58	804.52	4006.99	1106.77	18734.5	19525.0	790.5	0	0
126	1mel_0	A	127	2	1	0	0	0	0	0	2	0	0	0	0	55	0.43	14	0.11	41	0.32	6.4	2.43	5.73	3.04	5.94	0.76	0.32	1.02	0.42	129.69	31.59	131.51	30.95	184.5	40.9	320.35	41.28	5393.2	6192.0	798.8	0	0
127	1mel_0	B	132	0	0	0	0	0	0	0	0	0	0	0	0	8	0.06	63	0.48	30	0.23	6.4	2.43	-3.2	3.04	-2.8	0.76	0.53	1.02	0.58	129.69	44.49	131.51	42.94	184.5	47.91	320.35	56.76	5611.9	6517.9	906.0	0	0
128	1mlc_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	46	0.36	14	0.11	50	0.39	7.0	5.47	7.22	5.47	7.22	2.22	0.57	2.22	0.57	382.71	39.61	382.71	39.61	2902.78	49.6	2902.78	49.6	5742.5	6468.5	726.0	0	0
129	1mlc_0	B	432	0	0	0	0	0	0	0	0	0	0	0	0	17	0.04	218	0.5	102	0.24	7.0	5.47	-1.67	5.47	-1.67	2.22	1.67	2.22	1.67	382.71	65.13	382.71	65.13	2902.78	669.66	2902.78	669.66	18692.5	19362.9	670.4	0	0
130	1n5y_0	A	429	0	3	0	0	0	0	0	1	0	2	0	0	142	0.33	74	0.17	85	0.2	5.6	2.85	6.67	14.1	12.96	3.25	1.32	6.41	3.47	292.91	36.7	282.04	82.13	5386.88	278.88	7935.0	769.51	22324.6	23019.9	695.3	0	0
131	1n5y_0	B	436	0	0	0	0	0	0	0	0	0	0	0	0	20	0.05	202	0.46	93	0.21	5.6	2.85	-3.92	14.1	1.05	3.25	1.95	6.41	2.78	292.91	52.85	282.04	53.86	5386.88	334.31	7935.0	575.58	19704.9	20318.2	613.3	0	0
132	1n6q_0	A	429	0	3	0	0	0	0	0	1	0	2	0	0	143	0.33	73	0.17	85	0.2	5.6	2.95	6.68	14.2	13.0	3.21	1.35	6.51	3.48	282.34	38.31	275.54	83.97	5186.85	283.29	7827.17	771.35	21669.8	22382.1	712.3	0	0
133	1n6q_0	B	436	0	0	0	0	0	0	0	0	0	0	0	0	15	0.03	212	0.49	102	0.23	5.6	2.95	-3.81	14.2	1.13	3.21	2.0	6.51	2.71	282.34	54.58	275.54	56.18	5186.85	365.38	7827.17	572.33	19027.6	19676.2	648.6	0	0
134	1n8z_0	A	607	0	0	0	0	7	0	0	1	0	0	0	0	58	0.1	149	0.25	220	0.36	6.5	-3.48	-10.2	2.8	-5.08	5.24	4.08	7.07	5.6	400.43	365.02	355.71	359.79	4108.81	3024.63	4686.17	3922.72	30773.1	31630.5	857.4	1	26
135	1n8z_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	30	0.07	220	0.51	87	0.2	6.5	-3.48	6.59	2.8	7.79	5.24	1.28	7.07	1.79	400.43	72.16	355.71	70.67	4108.81	311.33	4686.17	384.89	18359.6	19144.4	784.8	0	0
136	1nby_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	51	0.4	14	0.11	43	0.33	4.6	5.21	6.27	18.64	8.28	2.11	0.6	5.69	1.43	289.26	40.55	210.24	41.47	1594.93	33.52	3158.89	122.09	5769.9	6693.3	923.4	0	0
137	1nby_0	B	424	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	218	0.51	93	0.22	4.6	5.21	-1.01	18.64	10.63	2.11	1.58	5.69	4.26	289.26	92.59	210.24	84.34	1594.93	234.16	3158.89	615.05	18397.6	19246.8	849.2	0	0
138	1nbz_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	52	0.4	14	0.11	41	0.32	4.6	4.76	6.24	18.39	8.25	1.74	0.57	5.47	1.42	297.54	41.06	221.39	43.68	1284.18	48.06	2935.4	149.78	5789.5	6696.3	906.8	0	0
139	1nbz_0	B	424	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	216	0.51	93	0.22	4.6	4.76	-1.47	18.39	10.38	1.74	1.28	5.47	4.0	297.54	93.62	221.39	87.34	1284.18	216.76	2935.4	585.79	18267.3	19131.7	864.4	0	0
140	1nca_0	A	389	2	10	0	0	3	0	0	0	0	0	0	0	14	0.04	169	0.43	104	0.27	7.0	-0.89	-1.47	-0.89	-1.47	2.9	1.66	2.9	1.66	149.81	130.36	149.81	130.36	535.08	160.51	535.08	160.51	14024.1	15021.1	997.0	3	0
141	1nca_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	24	0.06	223	0.51	88	0.2	7.0	-0.89	0.58	-0.89	0.58	2.9	1.28	2.9	1.28	149.81	72.44	149.81	72.44	535.08	214.58	535.08	214.58	18458.2	19438.9	980.7	0	0
142	1ncb_0	A	389	2	10	0	0	3	0	0	0	0	0	0	0	14	0.04	174	0.45	100	0.26	7.0	-2.85	-2.53	-2.85	-2.53	2.93	1.65	2.93	1.65	149.39	137.39	149.39	137.39	615.08	133.72	615.08	133.72	14061.7	14995.0	933.3	3	0
143	1ncb_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	30	0.07	226	0.52	85	0.2	7.0	-2.85	-0.39	-2.85	-0.39	2.93	1.18	2.93	1.18	149.39	57.15	149.39	57.15	615.08	133.99	615.08	133.99	18564.5	19489.2	924.7	0	0
144	1ncc_0	A	389	2	10	0	0	3	0	0	0	0	0	0	0	11	0.03	168	0.43	106	0.27	7.0	-0.08	-0.6	-0.08	-0.6	2.85	1.65	2.85	1.65	147.05	130.92	147.05	130.92	501.06	194.25	501.06	194.25	14002.0	15042.5	1040.5	3	0
145	1ncc_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	33	0.08	217	0.5	81	0.19	7.0	-0.08	0.49	-0.08	0.49	2.85	1.19	2.85	1.19	147.05	73.16	147.05	73.16	501.06	217.19	501.06	217.19	18281.0	19276.6	995.6	0	0
146	1ncd_0	A	389	2	10	0	0	3	0	0	0	0	0	0	0	15	0.04	175	0.45	99	0.25	7.0	-3.07	-2.72	-3.07	-2.72	2.82	1.52	2.82	1.52	149.56	120.04	149.56	120.04	1080.92	211.68	1080.92	211.68	14041.1	15014.6	973.5	3	0
147	1ncd_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	24	0.06	226	0.52	87	0.2	7.0	-3.07	-0.36	-3.07	-0.36	2.82	1.2	2.82	1.2	149.56	55.21	149.56	55.21	1080.92	131.63	1080.92	131.63	18446.8	19372.9	926.1	0	0
148	1ndg_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	52	0.4	14	0.11	41	0.32	7.0	4.11	6.23	4.11	6.23	1.96	0.58	1.96	0.58	336.71	49.84	336.71	49.84	1301.29	55.49	1301.29	55.49	5513.9	6464.1	950.2	0	0
149	1ndg_0	B	424	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	217	0.51	92	0.22	7.0	4.11	-2.03	4.11	-2.03	1.96	1.6	1.96	1.6	336.71	122.18	336.71	122.18	1301.29	386.5	1301.29	386.5	18347.5	19244.4	896.9	0	0
150	1ndm_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	53	0.41	14	0.11	41	0.32	7.0	5.94	7.21	5.94	7.21	1.88	0.57	1.88	0.57	314.23	36.42	314.23	36.42	1264.38	49.0	1264.38	49.0	5720.5	6642.3	921.8	0	0
151	1ndm_0	B	424	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	218	0.51	90	0.21	7.0	5.94	-1.24	5.94	-1.24	1.88	1.34	1.88	1.34	314.23	98.94	314.23	98.94	1264.38	200.55	1264.38	200.55	18758.0	19621.7	863.7	0	0
152	1nfd_1	A	239	0	0	0	0	2	0	0	1	0	0	0	0	18	0.08	113	0.47	44	0.18	5.5	0.71	0.04	12.4	6.54	3.66	1.46	5.39	2.39	201.19	152.82	219.27	152.23	1222.42	653.01	3308.98	929.08	12655.6	13542.8	887.2	3	0
153	1nfd_1	B	434	0	0	0	0	0	0	0	0	0	0	0	0	28	0.06	189	0.44	88	0.2	5.5	0.71	0.64	12.4	5.86	3.66	2.22	5.39	3.12	201.19	81.86	219.27	95.53	1222.42	507.94	3308.98	1009.61	20465.5	21225.5	760.0	0	0
154	1nma_0	A	378	2	10	0	0	3	0	0	0	0	0	0	0	8	0.02	178	0.47	97	0.26	7.0	-5.82	-2.12	-5.82	-2.12	2.05	1.8	2.05	1.8	160.76	145.87	160.76	145.87	293.51	263.54	293.51	263.54	14697.3	15441.7	744.4	1	0
155	1nma_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	15	0.06	111	0.48	51	0.22	7.0	-5.82	-3.76	-5.82	-3.76	2.05	0.27	2.05	0.27	160.76	52.29	160.76	52.29	293.51	9.44	293.51	9.44	10507.9	11234.1	726.2	0	0
156	1nmb_0	A	388	2	10	0	0	3	0	0	0	0	0	0	0	12	0.03	160	0.41	107	0.28	7.0	-6.28	-3.2	-6.28	-3.2	2.31	1.75	2.31	1.75	136.16	124.25	136.16	124.25	350.69	249.88	350.69	249.88	14071.4	14766.1	694.7	2	0
157	1nmb_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	12	0.05	118	0.51	54	0.23	7.0	-6.28	-3.23	-6.28	-3.23	2.31	0.53	2.31	0.53	136.16	56.6	136.16	56.6	350.69	28.8	350.69	28.8	10228.8	10904.5	675.7	0	0
158	1nmc_1	A	388	2	10	0	0	3	0	0	0	0	0	0	0	14	0.04	169	0.44	99	0.26	6.7	-8.29	-1.96	-7.1	-0.94	2.89	1.97	3.37	2.29	241.6	133.68	249.72	135.05	2180.36	192.35	2469.05	234.07	14478.0	15149.2	671.2	3	0
159	1nmc_1	B	231	0	0	0	0	0	0	0	0	0	0	0	0	12	0.05	118	0.51	54	0.23	6.7	-8.29	-6.16	-7.1	-5.94	2.89	1.06	3.37	1.12	241.6	113.2	249.72	112.85	2180.36	544.66	2469.05	549.27	9998.2	10660.0	661.8	0	0
160	1nsn_0	A	138	3	3	0	0	0	0	0	0	0	0	0	0	34	0.25	38	0.28	36	0.26	7.0	13.85	10.99	13.85	10.99	2.05	0.72	2.05	0.72	386.04	54.9	386.04	54.9	1993.83	159.05	1993.83	159.05	7177.3	8079.0	901.7	0	0
161	1nsn_0	B	427	0	0	0	0	0	0	0	0	0	0	0	0	23	0.05	202	0.47	93	0.22	7.0	13.85	2.9	13.85	2.9	2.05	1.46	2.05	1.46	386.04	56.29	386.04	56.29	1993.83	405.58	1993.83	405.58	18522.6	19430.3	907.7	0	0
162	1oak_0	A	196	0	0	0	0	0	0	0	14	0	0	0	0	78	0.4	45	0.23	37	0.19	8.0	3.15	6.95	0.72	5.77	2.73	1.1	2.28	1.01	206.13	187.62	199.96	186.76	876.16	82.13	745.68	91.59	8769.7	9447.9	678.2	0	0
163	1oak_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	29	0.07	218	0.5	92	0.21	8.0	3.15	-3.72	0.72	-4.93	2.73	1.49	2.28	1.22	206.13	161.22	199.96	157.53	876.16	1095.88	745.68	948.94	18989.9	19596.0	606.1	0	5
164	1oaz_0	A	122	2	0	0	0	0	0	0	0	0	3	0	0	26	0.21	29	0.24	40	0.33	5.0	-4.78	-8.2	3.6	-3.97	1.42	0.49	4.24	2.78	181.61	45.62	172.72	45.02	497.02	27.43	1574.82	164.67	6666.7	7507.3	840.6	0	7
165	1oaz_0	B	230	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	115	0.5	52	0.23	5.0	-4.78	3.48	3.6	7.82	1.42	0.96	4.24	2.05	181.61	117.2	172.72	111.13	497.02	216.12	1574.82	422.83	9718.6	10531.0	812.4	0	0
166	1op9_0	A	130	2	0	0	0	0	0	0	3	0	0	0	0	51	0.39	16	0.12	43	0.33	6.0	3.82	7.28	5.03	7.89	0.9	0.64	1.38	0.79	155.38	53.96	134.57	51.63	119.87	38.52	491.69	43.14	6169.8	6730.2	560.4	0	0
167	1op9_0	B	121	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	61	0.5	27	0.22	6.0	3.82	-3.53	5.03	-2.83	0.9	0.3	1.38	0.65	155.38	37.33	134.57	42.06	119.87	16.14	491.69	65.35	5483.8	6062.9	579.1	0	0
168	1orq_0	A	223	0	0	0	0	0	22	0	0	0	0	141	0	168	0.75	0	0.0	36	0.16	5.0	4.25	0.74	15.67	4.58	2.3	1.1	4.63	2.01	366.58	307.85	318.46	283.1	1769.57	998.26	2579.56	1379.81	15362.5	16072.0	709.5	0	0
169	1orq_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	28	0.06	206	0.47	89	0.21	5.0	4.25	3.62	15.67	11.17	2.3	1.38	4.63	2.74	366.58	133.88	318.46	114.0	1769.57	749.04	2579.56	843.34	18492.9	19182.6	689.7	0	0
170	1ors_0	A	132	0	0	0	0	0	9	0	0	0	0	87	0	102	0.77	0	0.0	17	0.13	7.5	3.32	1.52	2.12	1.09	2.21	0.89	1.77	0.76	152.3	93.51	145.17	96.28	3561.48	166.7	3049.73	106.5	8743.5	9244.8	501.3	0	0
171	1ors_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	30	0.07	233	0.54	83	0.19	7.5	3.32	1.83	2.12	1.02	2.21	1.43	1.77	1.01	152.3	172.09	145.17	172.21	3561.48	728.87	3049.73	598.52	19099.6	19573.0	473.4	0	0
172	1osp_0	A	251	0	0	0	0	0	0	0	12	0	0	0	0	17	0.07	133	0.53	60	0.24	7.0	0.02	0.52	0.02	0.52	1.55	0.32	1.55	0.32	99.23	39.01	99.23	39.01	1611.65	20.86	1611.65	20.86	13720.9	14425.8	704.9	0	0
173	1osp_0	B	432	0	0	0	0	0	0	0	0	0	0	0	0	24	0.06	219	0.51	96	0.22	7.0	0.02	-0.47	0.02	-0.47	1.55	1.21	1.55	1.21	99.23	79.15	99.23	79.15	1611.65	407.56	1611.65	407.56	18939.7	19738.0	798.3	0	0
174	1ots_1	A	444	0	4	0	0	0	65	0	0	0	2	226	0	340	0.77	2	0.0	50	0.11	9.5	14.0	7.56	-3.66	1.14	2.83	1.65	8.79	3.72	360.24	249.94	439.52	251.85	4632.6	793.89	11068.0	1163.51	18029.0	18615.1	586.1	0	0
175	1ots_1	B	432	0	0	0	0	0	0	0	0	0	0	0	0	21	0.05	223	0.52	92	0.21	9.5	14.0	6.48	-3.66	-5.1	2.83	1.24	8.79	5.58	360.24	145.96	439.52	101.33	4632.6	295.98	11068.0	810.79	18657.8	19155.9	498.1	0	0
176	1ott_0	A	444	0	4	0	0	0	65	0	0	0	2	226	0	319	0.72	2	0.0	70	0.16	9.5	14.99	8.44	-2.69	1.86	2.86	1.61	8.36	3.71	394.4	252.62	472.92	253.62	4497.72	757.84	11370.4	1155.28	18108.9	18681.2	572.3	0	0
177	1ott_0	B	432	0	0	0	0	0	0	0	0	0	0	0	0	18	0.04	208	0.48	95	0.22	9.5	14.99	6.49	-2.69	-5.17	2.86	1.26	8.36	5.67	394.4	149.35	472.92	102.6	4497.72	309.33	11370.4	819.56	18821.1	19329.8	508.7	0	0
178	1otu_1	A	444	0	4	0	0	0	65	0	0	0	2	226	0	312	0.7	4	0.01	74	0.17	9.5	15.0	8.44	-2.68	1.87	2.84	1.63	8.27	3.65	397.18	255.0	475.97	256.24	4488.6	771.01	11381.4	1173.9	18297.9	18868.5	570.6	0	0
179	1otu_1	B	432	0	0	0	0	0	0	0	0	0	0	0	0	21	0.05	214	0.5	91	0.21	9.5	15.0	6.5	-2.68	-5.15	2.84	1.26	8.27	5.72	397.18	149.41	475.97	103.25	4488.6	303.31	11381.4	819.44	18910.9	19416.3	505.4	0	0
180	1p2c_0	A	129	2	1	0	0	0	0	0	2	0	0	0	0	52	0.4	14	0.11	41	0.32	4.6	4.82	7.22	18.98	9.21	2.41	0.57	6.49	1.39	304.78	42.86	232.21	45.63	3172.29	51.18	5445.36	140.41	5701.5	6472.0	770.5	0	0
